Id,survive,fruit-shape,fruit-surface,fruit-color,bruises,fruit-odor,seed-spacing,seed-size,seed-color,stem-shape,stem-root,stem-surface-above-peel,stem-surface-below-peel,stem-color-above-peel,stem-color-below-peel,peel-quality,peel-type,spores,population,habitat
1117,0,5,0,4,0,5,0,1,4,0,3,2,2,7,7,1,4,3,4,5
1118,0,5,3,3,1,5,0,0,9,1,1,2,2,6,6,1,4,3,4,0
1119,0,,2,,0,,,,,1,,0,,7,7,,,,,
1120,0,5,3,2,1,5,0,0,7,1,1,2,2,6,7,1,4,3,4,0
1121,1,2,3,8,1,6,0,1,5,0,3,2,2,7,7,1,4,3,3,5
1122,0,2,3,3,1,5,0,0,9,1,1,2,2,6,3,1,4,2,4,0
1123,0,2,0,3,0,5,0,1,5,0,3,2,2,7,7,1,4,2,5,5
1124,0,5,3,2,1,5,0,0,9,1,1,2,2,3,6,1,4,3,4,0
1125,0,5,3,2,1,5,0,0,9,1,1,2,2,3,3,1,4,2,4,0
1126,0,2,0,8,0,5,1,0,7,1,3,0,0,7,7,1,0,2,3,1
1127,1,5,3,3,0,2,0,0,3,0,1,1,1,0,6,1,2,1,5,4
1128,1,0,3,5,1,5,0,0,8,0,1,2,2,7,7,2,4,5,4,1
1129,0,2,3,9,1,0,0,0,5,0,4,2,3,7,7,1,4,2,5,1
1130,0,,2,,0,,,,,1,,0,,7,7,,,,,
1131,0,5,3,2,1,5,0,0,1,0,0,2,2,2,2,2,0,7,1,6
1132,1,2,0,3,0,2,0,0,7,0,1,1,1,4,0,1,2,1,4,1
1133,1,,2,,1,,,,,0,,2,,7,7,,,,,
1134,1,5,0,3,0,2,0,0,3,0,1,1,1,4,0,1,2,1,5,4
1135,0,5,0,2,1,5,0,0,5,1,1,2,2,6,7,1,4,3,4,0
1136,0,5,2,2,1,5,0,0,10,0,0,2,2,2,7,2,0,7,1,6
1137,0,,2,,1,,,,,0,,2,,7,7,,,,,
1138,0,,2,,1,,,,,0,,2,,7,7,,,,,
1139,1,0,0,4,0,5,0,1,10,0,0,1,3,7,8,1,0,7,4,0
1140,0,5,3,8,1,3,0,0,5,0,2,2,2,7,7,1,4,3,2,1
1141,0,0,3,8,1,3,0,0,2,0,2,2,2,7,7,1,4,2,3,3
1142,1,5,0,3,0,2,0,0,7,0,1,1,1,0,0,1,2,1,5,1
1143,1,,2,,1,,,,,1,,0,,7,7,,,,,
1144,0,,0,,1,,,,,1,,2,,3,3,,,,,
1145,0,5,2,8,0,5,1,0,3,1,3,2,0,7,7,1,0,2,0,1
1146,1,,3,,1,,,,,0,,2,,7,7,,,,,
1147,0,,3,,1,,,,,0,,2,,7,7,,,,,
1148,0,5,0,3,1,5,0,0,10,1,1,2,2,3,7,1,4,2,4,0
1149,0,2,2,4,0,5,1,0,5,1,3,2,2,7,7,1,0,2,3,1
1150,1,0,2,8,1,5,0,0,2,0,1,2,2,7,7,2,4,5,4,3
1151,0,2,0,4,1,5,0,0,5,1,1,2,2,7,7,1,4,3,5,0
1152,1,5,3,4,0,8,0,1,0,1,0,1,2,7,7,1,0,7,4,0
1153,1,5,3,4,0,7,0,1,0,1,0,1,2,6,6,1,0,7,4,2
1154,0,5,3,8,0,5,0,1,10,0,0,2,0,7,7,1,1,1,4,0
1155,1,5,3,9,0,2,0,0,3,0,1,1,1,6,4,1,2,1,5,1
1156,1,,3,,0,,,,,0,,1,,0,4,,,,,
1157,0,2,0,4,1,5,0,0,5,1,1,2,2,7,7,1,4,2,4,0
1158,1,2,3,3,0,2,0,0,2,0,1,1,1,6,6,1,2,1,5,4
1159,1,5,0,3,0,2,0,0,7,0,1,1,1,6,6,1,2,1,5,1
1160,1,2,0,9,0,2,0,0,7,0,1,1,1,6,6,1,2,1,5,0
1161,0,5,0,8,0,5,1,0,4,1,3,0,2,7,7,1,0,2,0,1
1162,1,2,3,8,1,6,0,1,5,0,3,2,2,7,7,1,4,2,3,1
1163,0,5,2,8,1,0,0,0,4,0,2,2,2,7,7,1,4,3,2,3
1164,0,,0,,1,,,,,1,,2,,7,7,,,,,
1165,0,0,2,9,1,0,0,0,4,0,2,2,2,7,7,1,4,2,3,3
1166,0,5,0,2,1,5,0,0,9,1,1,2,2,3,6,1,4,2,4,0
1167,1,5,0,3,0,2,0,0,7,0,1,1,1,6,4,1,2,1,4,1
1168,1,2,0,9,0,2,0,0,3,0,1,1,1,4,0,1,2,1,5,0
1169,1,2,2,0,1,2,0,0,3,1,1,0,2,7,7,1,4,1,4,1
1170,1,5,3,4,0,7,0,1,0,1,0,1,1,7,7,1,0,7,4,0
1171,0,,3,,1,,,,,1,,2,,6,3,,,,,
1172,0,2,3,4,1,5,0,0,7,1,1,2,2,6,6,1,4,2,5,0
1173,0,2,2,8,0,5,1,0,5,1,3,2,0,7,7,1,0,2,0,1
1174,1,,3,,0,,,,,0,,1,,7,8,,,,,
1175,0,2,0,2,1,5,0,0,9,1,1,2,2,7,3,1,4,3,4,0
1176,0,5,0,8,1,3,1,1,10,1,1,2,2,7,7,1,4,6,4,0
1177,0,5,3,2,1,5,0,0,7,1,1,2,2,3,3,1,4,2,4,0
1178,0,0,3,8,1,3,0,0,4,0,2,2,2,7,7,1,4,2,3,1
1179,1,5,3,4,0,2,0,1,0,1,0,1,2,7,6,1,0,7,4,0
1180,0,5,0,4,0,5,1,0,3,1,3,2,0,7,7,1,0,2,3,1
1181,0,2,0,2,1,5,0,0,5,1,1,2,2,7,7,1,4,2,5,0
1182,0,0,3,9,1,0,0,0,10,0,2,2,2,7,7,1,4,3,3,1
1183,1,5,0,3,0,2,0,0,7,0,1,1,1,6,0,1,2,1,5,1
1184,1,,3,,0,,,,,0,,1,,0,6,,,,,
1185,0,5,2,8,0,5,1,0,3,1,3,2,0,7,7,1,0,2,3,1
1186,0,5,2,3,0,5,1,0,5,1,3,0,0,7,7,1,0,3,3,1
1187,0,,0,,1,,,,,1,,2,,3,6,,,,,
1188,1,,2,,1,,,,,0,,2,,7,7,,,,,
1189,0,2,0,4,0,5,1,0,7,1,3,0,0,7,7,1,0,3,3,1
1190,1,,2,,1,,,,,1,,2,,7,7,,,,,
1191,0,2,3,3,1,5,0,0,7,1,1,2,2,3,6,1,4,2,4,0
1192,0,5,2,5,1,5,0,0,1,0,0,2,2,2,7,2,0,7,1,6
1193,0,,3,,1,,,,,1,,2,,7,7,,,,,
1194,0,0,3,9,1,3,0,0,5,0,2,2,2,7,7,1,4,2,3,3
1195,0,2,0,8,1,0,1,1,10,1,1,2,2,7,7,1,4,3,4,0
1196,1,5,0,9,0,2,0,0,3,0,1,1,1,0,6,1,2,1,5,0
1197,0,2,3,3,1,5,0,0,9,1,1,2,2,3,3,1,4,3,4,0
1198,0,5,0,8,0,5,1,0,7,1,3,2,0,7,7,1,0,3,0,1
1199,0,,3,,1,,,,,0,,2,,7,7,,,,,
1200,0,5,3,2,1,5,0,0,5,1,1,2,2,3,6,1,4,3,5,0
1201,0,5,0,4,1,5,0,0,9,1,1,2,2,3,7,1,4,3,4,0
1202,0,5,0,8,0,5,1,0,5,1,3,2,0,7,7,1,0,2,3,1
1203,0,2,3,4,0,5,1,1,10,0,1,2,2,7,4,1,0,7,4,2
1204,0,5,0,2,1,5,0,0,10,1,1,2,2,3,6,1,4,2,4,0
1205,1,5,0,8,0,1,0,1,7,0,1,2,2,7,7,1,4,3,3,0
1206,1,2,0,9,0,2,0,0,3,0,1,1,1,6,0,1,2,1,5,1
1207,0,,3,,1,,,,,0,,2,,7,7,,,,,
1208,1,2,3,3,0,2,0,0,3,0,1,1,1,0,4,1,2,1,4,4
1209,1,5,2,3,1,2,0,0,7,1,1,0,2,7,7,1,4,1,4,5
1210,1,2,0,3,0,2,0,0,3,0,1,1,1,6,4,1,2,1,4,1
1211,1,5,3,3,0,2,0,0,7,0,1,1,1,6,4,1,2,1,4,1
1212,1,5,2,3,0,1,1,1,2,0,1,2,2,7,7,1,4,3,3,0
1213,1,,2,,1,,,,,0,,2,,7,7,,,,,
1214,0,0,2,8,1,3,0,0,10,0,2,2,2,7,7,1,4,2,3,1
1215,0,2,0,2,1,5,0,0,9,1,1,2,2,6,3,1,4,2,5,0
1216,0,,3,,1,,,,,1,,2,,3,7,,,,,
1217,1,5,3,4,0,8,0,1,0,1,0,2,1,7,6,1,0,7,4,2
1218,1,2,0,3,0,2,0,0,2,0,1,1,1,6,0,1,2,1,5,1
1219,1,,3,,0,,,,,1,,2,,6,6,,,,,
1220,1,2,0,9,0,2,0,0,7,0,1,1,1,4,0,1,2,1,5,0
1221,0,5,2,5,1,5,0,0,10,0,0,2,2,7,7,2,0,7,1,6
1222,0,2,3,3,1,5,0,0,7,1,1,2,2,3,7,1,4,2,5,0
1223,0,2,3,5,1,5,0,0,10,0,0,2,2,2,7,2,0,7,1,6
1224,1,2,2,4,1,6,0,1,10,0,3,2,2,7,7,1,4,2,3,1
1225,1,,3,,1,,,,,0,,2,,7,7,,,,,
1226,0,,0,,1,,,,,1,,2,,3,3,,,,,
1227,0,,0,,1,,,,,1,,2,,6,3,,,,,
1228,1,2,3,9,0,2,0,0,7,0,1,1,1,4,6,1,2,1,5,1
1229,0,5,3,9,1,0,0,0,10,0,2,2,2,7,7,1,4,2,3,3
1230,1,2,0,9,0,2,0,0,2,0,1,1,1,6,6,1,2,1,5,0
1231,0,,0,,0,,,,,1,,2,,7,7,,,,,
1232,1,5,2,3,0,1,1,1,5,0,1,2,2,7,7,1,4,2,4,0
1233,0,5,0,4,0,5,1,0,3,1,3,0,2,7,7,1,0,2,3,1
1234,1,,3,,0,,,,,0,,1,,4,0,,,,,
1235,0,2,2,0,1,5,0,0,10,0,0,2,2,7,2,2,0,7,1,6
1236,1,,2,,0,,,,,0,,2,,7,7,,,,,
1237,0,2,3,3,1,5,0,0,10,1,1,2,2,7,3,1,4,2,5,0
1238,0,5,3,3,1,5,0,0,9,1,1,2,2,7,6,1,4,3,5,0
1239,0,2,0,2,1,5,0,0,10,1,1,2,2,7,7,1,4,3,5,0
1240,1,,0,,0,,,,,0,,1,,4,6,,,,,
1241,0,,0,,1,,,,,1,,2,,3,3,,,,,
1242,0,0,2,9,1,0,0,0,4,0,2,2,2,7,7,1,4,3,3,3
1243,0,5,2,3,0,5,1,0,7,1,3,0,2,7,7,1,0,3,3,1
1244,1,2,2,3,1,2,0,0,10,1,1,0,0,7,7,1,4,1,4,5
1245,1,2,2,4,1,6,0,1,5,0,3,2,2,7,7,1,4,3,3,5
1246,0,5,3,4,1,5,0,0,10,1,1,2,2,6,3,1,4,2,4,0
1247,0,4,0,3,0,5,0,1,2,0,3,2,2,7,7,1,4,3,4,5
1248,0,5,3,2,1,5,0,0,10,1,1,2,2,7,7,1,4,2,4,0
1249,0,5,0,4,1,5,0,0,10,1,1,2,2,7,7,1,4,2,4,0
1250,0,2,3,4,1,5,0,0,10,1,1,2,2,6,7,1,4,3,5,0
1251,0,0,3,9,1,0,0,0,4,0,2,2,2,7,7,1,4,2,3,1
1252,1,5,3,3,0,2,0,0,2,0,1,1,1,6,0,1,2,1,5,1
1253,0,5,0,3,1,5,0,0,7,1,1,2,2,6,7,1,4,3,4,0
1254,1,,3,,0,,,,,1,,2,,6,6,,,,,
1255,1,2,0,9,0,2,0,0,2,0,1,1,1,4,4,1,2,1,4,1
1256,0,5,2,5,1,5,0,0,1,0,0,2,2,2,2,2,0,7,1,6
1257,0,,3,,0,,,,,0,,0,,7,4,,,,,
1258,0,5,0,3,0,5,1,0,4,1,3,0,2,7,7,1,0,2,0,1
1259,1,5,3,9,0,2,0,0,2,0,1,1,1,0,6,1,2,1,5,4
1260,0,5,3,4,1,5,0,0,9,1,1,2,2,6,3,1,4,2,5,0
1261,1,,3,,1,,,,,0,,2,,7,7,,,,,
1262,0,,3,,0,,,,,0,,2,,7,7,,,,,
1263,0,,3,,1,,,,,1,,2,,6,6,,,,,
1264,1,2,0,9,0,2,0,0,7,0,1,1,1,0,0,1,2,1,5,0
1265,0,5,3,8,1,0,0,0,10,0,2,2,2,7,7,1,4,3,2,3
1266,0,,0,,1,,,,,1,,2,,6,7,,,,,
1267,1,2,3,3,0,2,0,0,3,0,1,1,1,0,6,1,2,1,4,0
1268,0,2,0,2,1,5,0,0,7,1,1,2,2,6,6,1,4,2,4,0
1269,1,2,2,0,1,2,0,0,7,1,1,2,2,7,7,1,4,1,4,1
1270,0,,3,,1,,,,,1,,2,,3,3,,,,,
1271,0,2,2,8,0,5,1,0,5,1,3,2,0,7,7,1,0,2,3,1
1272,0,,3,,1,,,,,1,,2,,6,3,,,,,
1273,1,,2,,1,,,,,1,,0,,7,7,,,,,
1274,1,2,3,9,0,2,0,0,3,0,1,1,1,0,0,1,2,1,5,0
1275,0,2,3,2,1,5,0,0,5,1,1,2,2,7,3,1,4,3,4,0
1276,1,,0,,0,,,,,0,,1,,6,0,,,,,
1277,0,5,3,4,1,3,0,0,5,0,4,2,3,7,7,1,4,2,5,4
1278,0,5,2,2,1,5,0,0,10,0,0,2,2,7,7,2,0,7,1,6
1279,1,2,0,3,0,2,0,0,7,0,1,1,1,4,4,1,2,1,5,0
1280,0,2,3,3,1,5,0,0,9,1,1,2,2,6,3,1,4,3,5,0
1281,0,5,0,3,1,5,0,0,10,1,1,2,2,7,3,1,4,2,4,0
1282,1,,0,,0,,,,,0,,1,,6,4,,,,,
1283,0,,3,,1,,,,,1,,2,,6,6,,,,,
1284,0,5,3,8,0,5,0,1,7,0,0,2,0,7,7,1,1,1,5,0
1285,0,2,0,2,1,5,0,0,5,1,1,2,2,6,3,1,4,3,4,0
1286,1,5,2,0,1,2,0,0,10,1,1,2,0,7,7,1,4,1,4,5
1287,1,,2,,1,,,,,0,,2,,7,7,,,,,
1288,0,2,0,3,1,5,0,0,9,1,1,2,2,7,3,1,4,3,4,0
1289,1,5,3,9,0,2,0,0,3,0,1,1,1,6,6,1,2,1,5,0
1290,1,5,3,3,0,2,0,0,7,0,1,1,1,4,6,1,2,1,4,4
1291,0,2,3,4,1,5,0,0,9,1,1,2,2,7,3,1,4,3,4,0
1292,1,2,3,9,0,2,0,0,3,0,1,1,1,0,6,1,2,1,4,1
1293,0,5,0,8,0,5,1,0,3,1,3,2,0,7,7,1,0,3,0,1
1294,1,5,3,9,0,2,0,0,2,0,1,1,1,4,0,1,2,1,5,1
1295,0,2,0,4,0,5,1,0,7,1,3,2,2,7,7,1,0,3,0,1
1296,0,5,3,2,1,5,0,0,7,1,1,2,2,6,7,1,4,3,5,0
1297,0,,3,,1,,,,,1,,2,,3,7,,,,,
1298,1,5,2,0,1,2,0,0,7,1,1,2,2,7,7,1,4,1,4,5
1299,1,5,0,3,0,2,0,0,3,0,1,1,1,6,6,1,2,1,4,0
1300,0,,3,,1,,,,,1,,2,,3,3,,,,,
1301,1,,3,,1,,,,,0,,2,,7,7,,,,,
1302,0,5,2,9,1,0,1,1,5,1,1,2,2,7,7,1,4,3,4,0
1303,1,5,0,9,0,2,0,0,3,0,1,1,1,0,6,1,2,1,4,1
1304,0,2,2,3,0,5,1,0,7,1,3,2,0,7,7,1,0,2,0,1
1305,0,5,3,3,1,5,0,0,5,1,1,2,2,3,7,1,4,3,4,0
1306,1,,2,,1,,,,,1,,2,,7,7,,,,,
1307,0,,0,,1,,,,,1,,2,,3,6,,,,,
1308,0,5,0,4,1,5,0,0,10,1,1,2,2,3,7,1,4,3,5,0
1309,0,,3,,1,,,,,0,,2,,7,7,,,,,
1310,1,,2,,1,,,,,1,,0,,7,7,,,,,
1311,1,2,3,9,0,2,0,0,2,0,1,1,1,0,6,1,2,1,5,0
1312,0,,2,,0,,,,,1,,0,,7,7,,,,,
1313,1,2,3,9,0,2,0,0,7,0,1,1,1,6,0,1,2,1,4,0
1314,1,,0,,0,,,,,0,,1,,0,4,,,,,
1315,0,2,0,4,1,5,0,0,10,1,1,2,2,7,7,1,4,3,5,0
1316,0,2,3,4,1,5,0,0,5,1,1,2,2,6,7,1,4,2,5,0
1317,0,0,2,8,1,3,0,0,5,0,2,2,2,7,7,1,4,3,2,3
1318,0,5,2,3,0,5,1,0,5,1,3,0,2,7,7,1,0,3,3,1
1319,0,5,3,2,1,5,0,0,9,1,1,2,2,7,3,1,4,3,5,0
1320,0,2,2,4,1,5,0,0,1,0,0,2,2,7,2,2,0,7,1,6
1321,0,5,3,4,1,5,0,0,10,1,1,2,2,3,3,1,4,2,5,0
1322,0,5,3,2,1,5,0,0,10,1,1,2,2,7,6,1,4,2,5,0
1323,0,5,0,4,0,5,1,0,5,1,3,2,2,7,7,1,0,3,0,1
1324,1,2,2,8,1,6,0,1,4,0,3,2,2,7,7,1,4,2,4,5
1325,0,2,3,4,1,5,0,0,7,1,1,2,2,7,7,1,4,2,5,0
1326,1,5,2,3,1,2,0,0,7,1,1,0,0,7,7,1,4,1,3,1
1327,1,5,3,4,0,8,0,1,0,1,0,2,2,7,6,1,0,7,4,0
1328,0,,0,,0,,,,,1,,2,,7,7,,,,,
1329,1,2,3,3,0,2,0,0,3,0,1,1,1,4,4,1,2,1,5,1
1330,0,2,3,2,1,5,0,0,10,1,1,2,2,3,6,1,4,2,5,0
1331,1,,3,,0,,,,,0,,1,,4,0,,,,,
1332,0,5,3,9,1,0,0,0,5,0,4,2,3,7,7,1,4,2,5,4
1333,1,2,3,8,1,6,0,1,4,0,3,2,2,7,7,1,4,3,3,5
1334,0,5,3,4,1,5,0,0,5,1,1,2,2,6,7,1,4,2,4,0
1335,0,2,3,2,1,5,0,0,5,1,1,2,2,3,3,1,4,2,5,0
1336,1,,2,,1,,,,,0,,2,,7,7,,,,,
1337,0,5,0,4,0,5,1,0,7,1,3,0,0,7,7,1,0,3,3,1
1338,1,5,2,5,0,1,1,1,7,0,1,2,2,7,7,1,4,2,4,0
1339,0,5,2,3,0,5,1,0,7,1,3,2,0,7,7,1,0,3,0,1
1340,1,5,3,3,0,2,0,0,2,0,1,1,1,4,6,1,2,1,4,0
1341,0,2,0,4,0,5,1,0,3,1,3,2,0,7,7,1,0,3,0,1
1342,1,5,0,3,0,2,0,0,2,0,1,1,1,6,4,1,2,1,5,0
1343,0,5,0,4,0,5,0,1,5,0,3,2,2,7,7,1,4,3,5,5
1344,0,5,3,4,1,3,0,0,10,0,4,2,3,7,7,1,4,2,5,1
1345,1,5,0,8,0,1,0,1,9,0,1,2,2,7,7,1,4,2,4,0
1346,1,5,2,8,1,2,0,0,10,1,1,2,2,7,7,1,4,1,4,5
1347,0,5,3,4,1,5,0,0,10,1,1,2,2,3,3,1,4,2,4,0
1348,1,0,3,8,1,5,0,0,2,0,1,2,2,7,7,2,4,5,4,1
1349,0,2,3,4,1,0,0,0,7,0,4,2,3,7,7,1,4,3,5,1
1350,1,5,0,9,0,2,0,0,3,0,1,1,1,0,0,1,2,1,5,4
1351,1,5,3,3,0,2,0,0,7,0,1,1,1,0,0,1,2,1,4,4
1352,0,2,0,2,1,5,0,0,5,1,1,2,2,3,7,1,4,2,5,0
1353,0,5,2,9,1,0,1,1,10,1,1,2,2,7,7,1,4,6,4,0
1354,1,5,3,4,1,6,0,1,4,0,3,2,2,7,7,1,4,3,4,5
1355,0,5,3,2,1,5,0,0,9,1,1,2,2,3,3,1,4,3,5,0
1356,0,5,0,3,0,5,1,0,4,1,3,0,0,7,7,1,0,3,3,1
1357,1,,3,,0,,,,,0,,1,,4,6,,,,,
1358,0,5,3,3,1,5,0,0,7,1,1,2,2,3,3,1,4,3,4,0
1359,0,,0,,0,,,,,1,,2,,7,7,,,,,
1360,1,5,3,2,0,8,0,1,0,1,0,1,2,6,6,1,0,7,4,4
1361,1,5,3,4,0,2,0,1,0,1,0,1,2,6,7,1,0,7,4,4
1362,1,,3,,0,,,,,0,,1,,6,0,,,,,
1363,0,2,0,3,1,5,0,0,5,1,1,2,2,6,6,1,4,2,4,0
1364,0,2,3,3,1,5,0,0,7,1,1,2,2,6,6,1,4,2,5,0
1365,0,5,3,4,1,5,0,0,5,1,1,2,2,6,3,1,4,2,5,0
1366,1,2,2,8,1,5,0,0,2,0,1,2,2,7,7,2,4,5,4,1
1367,0,,0,,1,,,,,1,,2,,7,6,,,,,
1368,0,5,2,8,0,5,1,0,3,1,3,0,0,7,7,1,0,2,0,1
1369,1,2,3,3,0,2,0,0,7,0,1,1,1,4,4,1,2,1,5,4
1370,0,2,0,3,1,5,0,0,5,1,1,2,2,7,6,1,4,3,5,0
1371,1,5,0,3,0,1,0,1,9,0,1,2,2,7,7,1,4,2,3,0
1372,0,5,0,8,0,5,1,0,5,1,3,0,2,7,7,1,0,3,0,1
1373,1,2,3,4,1,6,0,1,10,0,3,2,2,7,7,1,4,3,4,5
1374,0,,0,,1,,,,,1,,2,,3,7,,,,,
1375,1,,0,,0,,,,,0,,1,,4,6,,,,,
1376,1,2,0,9,0,5,0,1,10,0,0,1,3,7,8,1,0,7,4,0
1377,1,,3,,0,,,,,0,,1,,0,4,,,,,
1378,0,2,3,4,1,5,0,0,10,1,1,2,2,6,6,1,4,2,5,0
1379,1,5,0,9,0,2,0,0,2,0,1,1,1,4,6,1,2,1,5,1
1380,0,5,3,4,1,5,0,0,10,1,1,2,2,6,3,1,4,2,5,0
1381,0,2,0,4,1,5,0,0,10,1,1,2,2,3,3,1,4,3,4,0
1382,0,5,2,9,1,0,1,1,5,1,1,2,2,7,7,1,4,6,4,0
1383,0,,3,,0,,,,,0,,2,,7,7,,,,,
1384,0,5,3,3,1,5,0,0,7,1,1,2,2,3,3,1,4,2,5,0
1385,1,,3,,0,,,,,0,,1,,0,4,,,,,
1386,0,5,2,8,0,5,1,0,5,1,3,2,0,7,7,1,0,3,3,1
1387,0,5,2,8,0,5,1,0,7,1,3,0,2,7,7,1,0,2,3,1
1388,1,5,3,9,0,2,0,0,2,0,1,1,1,6,6,1,2,1,5,0
1389,1,,3,,0,,,,,0,,1,,0,0,,,,,
1390,0,2,0,3,1,5,0,0,5,1,1,2,2,6,3,1,4,2,4,0
1391,0,5,3,9,1,0,0,0,10,0,2,2,2,7,7,1,4,2,2,3
1392,0,5,2,8,1,0,1,1,5,1,1,2,2,7,7,1,4,6,4,0
1393,0,,0,,0,,,,,1,,0,,7,7,,,,,
1394,1,,0,,0,,,,,0,,1,,7,8,,,,,
1395,0,,2,,0,,,,,1,,2,,7,7,,,,,
1396,0,2,0,3,1,5,0,0,7,1,1,2,2,6,7,1,4,2,5,0
1397,0,,2,,0,,,,,1,,2,,7,7,,,,,
1398,1,5,2,8,1,6,0,1,5,0,3,2,2,7,7,1,4,2,3,5
1399,1,2,0,9,0,2,0,0,3,0,1,1,1,0,4,1,2,1,4,0
1400,1,5,0,3,0,1,1,1,9,0,1,2,2,7,7,1,4,2,3,0
1401,1,2,2,4,1,6,0,1,5,0,3,2,2,7,7,1,4,3,4,5
1402,0,5,0,3,1,5,0,0,9,1,1,2,2,7,3,1,4,2,4,0
1403,0,5,0,3,1,5,0,0,5,1,1,2,2,6,7,1,4,2,5,0
1404,0,2,0,4,1,5,0,0,9,1,1,2,2,6,7,1,4,3,5,0
1405,1,,0,,0,,,,,0,,1,,6,0,,,,,
1406,1,2,3,9,0,2,0,0,3,0,1,1,1,0,0,1,2,1,4,1
1407,0,,2,,1,,,,,0,,2,,7,2,,,,,
1408,1,2,2,3,1,2,0,0,10,1,1,0,0,7,7,1,4,1,3,1
1409,0,5,3,2,1,5,0,0,7,1,1,2,2,7,3,1,4,3,4,0
1410,0,,3,,1,,,,,1,,2,,7,7,,,,,
1411,1,2,0,9,0,2,0,0,7,0,1,1,1,4,4,1,2,1,5,0
1412,1,,2,,1,,,,,0,,2,,7,7,,,,,
1413,1,5,3,4,0,8,0,1,0,1,0,2,1,7,7,1,0,7,4,2
1414,0,0,2,8,1,0,0,0,4,0,2,2,2,7,7,1,4,2,2,3
1415,1,5,2,3,0,1,0,1,7,0,1,2,2,7,7,1,4,3,4,0
1416,1,5,3,8,1,6,0,1,4,0,3,2,2,7,7,1,4,3,3,5
1417,0,0,2,8,1,3,0,0,2,0,2,2,2,7,7,1,4,3,2,3
1418,1,2,0,3,0,2,0,0,3,0,1,1,1,4,0,1,2,1,5,0
1419,0,2,0,3,0,5,1,0,5,1,3,2,0,7,7,1,0,3,3,1
1420,0,2,0,2,1,5,0,0,5,1,1,2,2,3,6,1,4,3,4,0
1421,1,,0,,0,,,,,0,,1,,6,4,,,,,
1422,0,,0,,1,,,,,1,,2,,3,6,,,,,
1423,0,2,3,3,1,5,0,0,10,1,1,2,2,3,3,1,4,2,4,0
1424,0,,2,,0,,,,,1,,0,,7,7,,,,,
1425,0,2,2,4,1,5,0,0,10,0,0,2,2,7,2,2,0,7,1,6
1426,0,5,0,8,0,5,1,0,3,1,3,0,0,7,7,1,0,3,3,1
1427,1,5,3,9,0,2,0,0,2,0,1,1,1,4,4,1,2,1,4,4
1428,0,2,0,8,1,3,1,1,10,1,1,2,2,7,7,1,4,6,4,0
1429,0,,2,,1,,,,,0,,2,,7,7,,,,,
1430,1,,0,,0,,,,,0,,1,,6,6,,,,,
1431,0,2,2,8,0,5,1,0,7,1,3,0,0,7,7,1,0,2,0,1
1432,1,2,3,3,0,2,0,0,2,0,1,1,1,0,6,1,2,1,5,1
1433,0,,2,,0,,,,,1,,2,,7,7,,,,,
1434,0,,3,,1,,,,,1,,2,,7,6,,,,,
1435,0,,2,,0,,,,,1,,0,,7,7,,,,,
1436,1,2,0,3,0,2,0,0,7,0,1,1,1,4,6,1,2,1,5,0
1437,0,5,2,3,0,5,1,0,3,1,3,0,0,7,7,1,0,3,3,1
1438,1,5,3,3,0,2,0,0,7,0,1,1,1,6,4,1,2,1,5,0
1439,0,,0,,1,,,,,1,,2,,6,3,,,,,
1440,1,2,3,9,0,5,0,1,10,0,0,1,3,7,4,1,0,7,4,0
1441,0,5,2,8,1,0,0,0,4,0,2,2,2,7,7,1,4,3,3,3
1442,0,,0,,0,,,,,1,,2,,7,7,,,,,
1443,0,,3,,1,,,,,1,,2,,6,6,,,,,
1444,0,5,3,8,1,3,0,0,10,0,2,2,2,7,7,1,4,2,3,3
1445,0,5,0,3,0,5,0,1,7,0,3,2,2,7,7,1,4,2,4,5
1446,0,5,3,9,1,0,0,0,5,0,2,2,2,7,7,1,4,3,2,1
1447,0,,3,,1,,,,,1,,2,,3,7,,,,,
1448,0,,0,,1,,,,,1,,2,,7,7,,,,,
1449,0,,2,,1,,,,,0,,2,,7,7,,,,,
1450,0,,0,,1,,,,,1,,2,,3,6,,,,,
1451,0,5,2,4,0,5,1,0,7,1,3,0,2,7,7,1,0,2,3,1
1452,0,5,3,4,1,5,0,0,7,1,1,2,2,3,7,1,4,3,4,0
1453,0,0,3,9,1,3,0,0,2,0,2,2,2,7,7,1,4,2,3,1
1454,0,2,0,2,1,5,0,0,5,1,1,2,2,6,3,1,4,3,5,0
1455,0,2,0,4,0,5,1,0,3,1,3,2,0,7,7,1,0,2,3,1
1456,0,5,0,3,1,5,0,0,7,1,1,2,2,3,6,1,4,3,5,0
1457,1,5,0,3,0,2,0,0,2,0,1,1,1,6,6,1,2,1,5,0
1458,1,,3,,0,,,,,0,,1,,6,6,,,,,
1459,0,2,0,4,1,5,0,0,5,1,1,2,2,7,3,1,4,2,5,0
1460,0,,2,,0,,,,,1,,2,,7,7,,,,,
1461,1,5,3,4,0,7,0,1,0,1,0,2,1,7,7,1,0,7,4,4
1462,0,,3,,1,,,,,0,,2,,7,7,,,,,
1463,1,5,3,3,0,2,0,0,7,0,1,1,1,4,6,1,2,1,5,4
1464,0,2,0,4,0,5,1,0,4,1,3,2,0,7,7,1,0,3,0,1
1465,0,5,3,4,1,5,0,0,5,1,1,2,2,3,7,1,4,3,5,0
1466,0,2,0,8,0,5,1,0,5,1,3,0,0,7,7,1,0,2,3,1
